sample_name	filename	ATTRIBUTE_lcms_sampletype	lcms_batch	lcms_samplingmethod	lcms_sampletype	lcms_extractionmethod	emp500_study_id	emp500_title	emp500_principal_investigator	tier	barcode_prefix	study_sample_number	sample_name_plus_plate	metab_id_2017	sampling_materials	sampling_method	environmental_package	physical_specimen_institution	env_biome	env_feature	env_material	empo_1	empo_2	empo_3	sample_type	taxon_id	scientific_name	host_taxid	host_common_name	host_scientific_name	geo_loc_name	latitude	longitude	elevation	aliquots_remaining	pnnl_gcms_raw_dataset_name	metabo_v2_filename_2019	metabo_v2_batch	metabo_v2_position	metabo_v2_extraction_protocol	metabo_v2_sampletype	metabo_v2_sampletype_sub
3C10_6_28_palenik-42-s005-a02.mzML	3C10_6_28_palenik-42-s005-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s005	5	4.Palenik42.Seawater.5	P4_EMP_6	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.665844	-117.23087	0	1	Not applicable	3C10_6_28_palenik-42-s005-a02.mzML	3.0	3C10	Filter_201901_UCSD	Sample	Filter
3E1_6_42_palenik-42-s006-a02.mzML	3E1_6_42_palenik-42-s006-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s006	6	2.Palenik42.Seawater.6	P2_EMP_40	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.69079	-117.23	0	1	Not applicable	3E1_6_42_palenik-42-s006-a02.mzML	3.0	3.00E+01	Filter_201901_UCSD	Sample	Filter
3B11_6_17_palenik-42-s007-a02.mzML	3B11_6_17_palenik-42-s007-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s007	7	2.Palenik42.Seawater.7	P2_EMP_59	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.71497	-117.23	0	1	Not applicable	3B11_6_17_palenik-42-s007-a02.mzML	3.0	3B11	Filter_201901_UCSD	Sample	Filter
3C11_6_29_palenik-42-s008-a02.mzML	3C11_6_29_palenik-42-s008-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s008	8	3.Palenik42.Seawater.8	P3_EMP_62	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.709557	-117.17653	0	1	Not applicable	3C11_6_29_palenik-42-s008-a02.mzML	3.0	3C11	Filter_201901_UCSD	Sample	Filter
3D11_6_40_palenik-42-s009-a02.mzML	3D11_6_40_palenik-42-s009-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s009	9	5.Palenik42.Seawater.9	P5_EMP_74	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.640614	-117.123055	0	1	Not applicable	3D11_6_40_palenik-42-s009-a02.mzML	3.0	3D11	Filter_201901_UCSD	Sample	Filter
3C9_6_27_palenik-42-s010-a02.mzML	3C9_6_27_palenik-42-s010-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s010	10	5.Palenik42.Seawater.10	P5_EMP_84	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.675476	-117.13936	0	1	Not applicable	3C9_6_27_palenik-42-s010-a02.mzML	3.0	3C9	Filter_201901_UCSD	Sample	Filter
3A4_6_1_palenik-42-s011-a02.mzML	3A4_6_1_palenik-42-s011-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	2	palenik.42.s011	11	4.Palenik42.Seawater.11	P4_EMP_79	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California:San Diego Bay	32.699247	-117.15979	0	1	Not applicable	3A4_6_1_palenik-42-s011-a02.mzML	3.0	3A4	Filter_201901_UCSD	Sample	Filter
3D4_6_34_palenik-42-s012-a02.mzML	3D4_6_34_palenik-42-s012-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s012	12	5.Palenik42.Seawater.12	P5_EMP_6	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	33.23	-123.12	0	1	Not applicable	3D4_6_34_palenik-42-s012-a02.mzML	3.0	3D4	Filter_201901_UCSD	Sample	Filter
3A11_6_7_palenik-42-s013-a02.mzML	3A11_6_7_palenik-42-s013-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s013	13	5.Palenik42.Seawater.13	P5_EMP_64	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	33.23	-123.12	0	0	Not applicable	3A11_6_7_palenik-42-s013-a02.mzML	3.0	3A11	Filter_201901_UCSD	Sample	Filter
3C1_6_19_palenik-42-s014-a02.mzML	3C1_6_19_palenik-42-s014-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s014	14	4.Palenik42.Seawater.14	P4_EMP_54	NaN	filter	water	UCSD	neritic bathypelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	33.35	-122.12	0	1	Not applicable	3C1_6_19_palenik-42-s014-a02.mzML	3.0	3C1	Filter_201901_UCSD	Sample	Filter
3B2_6_9_palenik-42-s015-a02.mzML	3B2_6_9_palenik-42-s015-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s015	15	2.Palenik42.Seawater.15	P2_EMP_30	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	33.28	-121.56	0	0	Not applicable	3B2_6_9_palenik-42-s015-a02.mzML	3.0	3B2	Filter_201901_UCSD	Sample	Filter
3B7_6_14_palenik-42-s017-a02.mzML	3B7_6_14_palenik-42-s017-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s017	17	4.Palenik42.Seawater.17	P4_EMP_90	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	34.25	-121.13	0	1	Not applicable	3B7_6_14_palenik-42-s017-a02.mzML	3.0	3B7	Filter_201901_UCSD	Sample	Filter
3B8_6_15_palenik-42-s018-a02.mzML	3B8_6_15_palenik-42-s018-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s018	18	2.Palenik42.Seawater.18	P2_EMP_73	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	34.25	-121.13	0	1	Not applicable	3B8_6_15_palenik-42-s018-a02.mzML	3.0	3B8	Filter_201901_UCSD	Sample	Filter
3C8_6_26_palenik-42-s019-a02.mzML	3C8_6_26_palenik-42-s019-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s019	19	3.Palenik42.Seawater.19	P3_EMP_42	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	34.31	-120.48	0	1	Not applicable	3C8_6_26_palenik-42-s019-a02.mzML	3.0	3C8	Filter_201901_UCSD	Sample	Filter
3C5_6_23_palenik-42-s020-a02.mzML	3C5_6_23_palenik-42-s020-a02.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	42	San Diego seawater	Palenik	1	palenik.42.s020	20	3.Palenik42.Seawater.20	P3_EMP_38	NaN	filter	water	UCSD	neritic epipelagic zone biome	ocean	sea water	Free-living	Saline	Water (saline)	seawater	408172.0	marine metagenome	Not applicable	Not applicable	Not applicable	North Pacific Ocean:North East Pacific Ocean coastal waters of California	34.31	-120.48	0	1	Not applicable	3C5_6_23_palenik-42-s020-a02.mzML	3.0	3C5	Filter_201901_UCSD	Sample	Filter
3C2_6_20_tucker-58-s001-a04.mzML	3C2_6_20_tucker-58-s001-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s001	1	5.Tucker58.DOE.coal.AP1.231	P5_EMP_94	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of West Virginia	37.97748	-81.39607	779	4	Not applicable	3C2_6_20_tucker-58-s001-a04.mzML	3.0	3C2	Filter_201901_UCSD	Sample	Filter
3B3_6_10_tucker-58-s002-a04.mzML	3B3_6_10_tucker-58-s002-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s002	2	2.Tucker58.DOE.coal.AP1.234	P2_EMP_28	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of West Virginia	37.97748	-81.39607	779	4	Not applicable	3B3_6_10_tucker-58-s002-a04.mzML	3.0	3B3	Filter_201901_UCSD	Sample	Filter
3B4_6_11_tucker-58-s003-a04.mzML	3B4_6_11_tucker-58-s003-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s003	3	4.Tucker58.DOE.coal.AP2.272	P4_EMP_86	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of West Virginia	37.97748	-81.39607	779	4	Not applicable	3B4_6_11_tucker-58-s003-a04.mzML	3.0	3B4	Filter_201901_UCSD	Sample	Filter
3D6_6_35_tucker-58-s004-a03.mzML	3D6_6_35_tucker-58-s004-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s004	4	3.Tucker58.DOE.coal.AP2.277	P3_EMP_49	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of West Virginia	37.97748	-81.39607	779	6	Not applicable	3D6_6_35_tucker-58-s004-a03.mzML	3.0	3D6	Filter_201901_UCSD	Sample	Filter
3B9_6_16_tucker-58-s005-a04.mzML	3B9_6_16_tucker-58-s005-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s005	5	5.Tucker58.DOE.coal.MSU.Flowers.Goodale.359	P5_EMP_5	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	45.43525	-106.39197	Missing: Not provided	6	Not applicable	3B9_6_16_tucker-58-s005-a04.mzML	3.0	3B9	Filter_201901_UCSD	Sample	Filter
3A10_6_6_tucker-58-s006-a03.mzML	3A10_6_6_tucker-58-s006-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s006	6	2.Tucker58.DOE.coal.MSU.Flowers.Goodale.378	P2_EMP_78	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	45.43525	-106.39197	Missing: Not provided	6	Not applicable	3A10_6_6_tucker-58-s006-a03.mzML	3.0	3A10	Filter_201901_UCSD	Sample	Filter
3B1_6_8_tucker-58-s007-a04.mzML	3B1_6_8_tucker-58-s007-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s007	7	3.Tucker58.DOE.coal.MSU.Knoblock	P3_EMP_43	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	45.43525	-106.39197	Missing: Not provided	6	Not applicable	3B1_6_8_tucker-58-s007-a04.mzML	3.0	3B1	Filter_201901_UCSD	Sample	Filter
3C6_6_24_tucker-58-s008-a03.mzML	3C6_6_24_tucker-58-s008-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s008	8	4.Tucker58.DOE.coal.MSU.Nance	P4_EMP_55	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	45.43525	-106.39197	Missing: Not provided	7	Not applicable	3C6_6_24_tucker-58-s008-a03.mzML	3.0	3C6	Filter_201901_UCSD	Sample	Filter
3E2_6_43_tucker-58-s009-a04.mzML	3E2_6_43_tucker-58-s009-a04.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s009	9	5.Tucker58.DOE.coal.SIU	P5_EMP_66	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	38.6	-87.8	Missing: Not provided	6	Not applicable	3E2_6_43_tucker-58-s009-a04.mzML	3.0	3.00E+02	Filter_201901_UCSD	Sample	Filter
3D8_6_37_tucker-58-s010-a03.mzML	3D8_6_37_tucker-58-s010-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s010	10	2.Tucker58.DOE.coal.Terrett	P2_EMP_95	NaN	filter	misc environment	UCSD	dense settlement biome	mine	rock	Free-living	Non-saline	Subsurface (non-saline)	coal	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	45.43525	-106.39197	Missing: Not provided	7	Not applicable	3D8_6_37_tucker-58-s010-a03.mzML	3.0	3D8	Filter_201901_UCSD	Sample	Filter
3C12_6_30_tucker-58-s011-a03.mzML	3C12_6_30_tucker-58-s011-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s011	11	3.Tucker58.DOE.water.BW3	P3_EMP_15	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Alaska	33.47227	-87.36022	136.1	4	Not applicable	3C12_6_30_tucker-58-s011-a03.mzML	3.0	3C12	Filter_201901_UCSD	Sample	Filter
3C3_6_21_tucker-58-s012-a03.mzML	3C3_6_21_tucker-58-s012-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s012	12	4.Tucker58.DOE.water.BW6	P4_EMP_96	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Alaska	33.27233	-87.30387	136.1	6	Not applicable	3C3_6_21_tucker-58-s012-a03.mzML	3.0	3C3	Filter_201901_UCSD	Sample	Filter
3A9_6_5_tucker-58-s013-a03.mzML	3A9_6_5_tucker-58-s013-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s013	13	5.Tucker58.DOE.water.CA3	P5_EMP_80	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Virginia	37.085634	-81.520711	878.7	5	Not applicable	3A9_6_5_tucker-58-s013-a03.mzML	3.0	3A9	Filter_201901_UCSD	Sample	Filter
3D10_6_39_tucker-58-s014-a03.mzML	3D10_6_39_tucker-58-s014-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s014	14	2.Tucker58.DOE.water.CA4	P2_EMP_74	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Virginia	37.120921	-81.585043	711.6	6	Not applicable	3D10_6_39_tucker-58-s014-a03.mzML	3.0	3D10	Filter_201901_UCSD	Sample	Filter
3D3_6_33_tucker-58-s015-a03.mzML	3D3_6_33_tucker-58-s015-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	1	tucker.58.s015	15	3.Tucker58.DOE.water.SIU12	P3_EMP_47	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	38.6	-87.8	Missing: Not provided	5	Not applicable	3D3_6_33_tucker-58-s015-a03.mzML	3.0	3D3	Filter_201901_UCSD	Sample	Filter
3B6_6_13_tucker-58-s016-a03.mzML	3B6_6_13_tucker-58-s016-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	58	Coal and coal-associated water	Tucker	2	tucker.58.s016	16	4.Tucker58.DOE.water.SIU6	P4_EMP_45	NaN	filter	misc environment	UCSD	dense settlement biome	mine	groundwater	Free-living	Non-saline	Water (non-saline)	coal-associated water	1260732.0	coal metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Illinois	38.6	-87.8	Missing: Not provided	8	Not applicable	3B6_6_13_tucker-58-s016-a03.mzML	3.0	3B6	Filter_201901_UCSD	Sample	Filter
3E12_2_18_bittleston-68-s001-a03.mzML	3E12_2_18_bittleston-68-s001-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s001	1	3.Bittleston68.Cfoll1	P3_EMP_46	NaN	bulk	plant-associated	UCSD	temperate shrubland	wetland	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Two Peoples Bay Nature Reserve	-34.950556	118.100833	29	0	Not applicable	3E12_2_18_bittleston-68-s001-a03.mzML	3.0	3.00E+12	Bulk_201901_UCSD	Sample	Bulk
3G8_2_75_bittleston-68-s002-a03.mzML	3G8_2_75_bittleston-68-s002-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s002	2	1.Bittleston68.Cfoll2	Not applicable	NaN	bulk	plant-associated	UCSD	temperate shrubland	wetland	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Two Peoples Bay Nature Reserve	-34.950556	118.100833	29	0	Not applicable	3G8_2_75_bittleston-68-s002-a03.mzML	3.0	3G8	Bulk_201901_UCSD	Sample	Bulk
3G6_2_69_bittleston-68-s003-a03.mzML	3G6_2_69_bittleston-68-s003-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s003	3	4.Bittleston68.Cfoll3	P4_EMP_1	NaN	bulk	plant-associated	UCSD	temperate shrubland	wetland	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Two Peoples Bay Nature Reserve	-34.950556	118.100833	29	0	Not applicable	3G6_2_69_bittleston-68-s003-a03.mzML	3.0	3G6	Bulk_201901_UCSD	Sample	Bulk
3F6_2_35_bittleston-68-s005-a03.mzML	3F6_2_35_bittleston-68-s005-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s005	5	2.Bittleston68.Namp2	P2_EMP_44	NaN	bulk	plant-associated	UCSD	tropical moist broadleaf forest	forest	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Bukit Timah Nature Reserve	1.352028	103.781694	56	0	Not applicable	3F6_2_35_bittleston-68-s005-a03.mzML	3.0	3F6	Bulk_201901_UCSD	Sample	Bulk
3G4_2_59_bittleston-68-s006-a03.mzML	3G4_2_59_bittleston-68-s006-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s006	6	3.Bittleston68.Namp3	P3_EMP_67	NaN	bulk	plant-associated	UCSD	tropical moist broadleaf forest	forest	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Bukit Timah Nature Reserve	1.352028	103.781694	56	0	Not applicable	3G4_2_59_bittleston-68-s006-a03.mzML	3.0	3G4	Bulk_201901_UCSD	Sample	Bulk
3F9_2_43_bittleston-68-s007-a03.mzML	3F9_2_43_bittleston-68-s007-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s007	7	4.Bittleston68.Nsteno1	P4_EMP_94	NaN	bulk	plant-associated	UCSD	tropical moist broadleaf forest	forest	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Maliau Basin Conservation Area	4.732528	116.884444	1050	0	Not applicable	3F9_2_43_bittleston-68-s007-a03.mzML	3.0	3F9	Bulk_201901_UCSD	Sample	Bulk
3E5_2_7_bittleston-68-s008-a03.mzML	3E5_2_7_bittleston-68-s008-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s008	8	5.Bittleston68.Nsteno2	P5_EMP_51	NaN	bulk	plant-associated	UCSD	tropical moist broadleaf forest	forest	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Maliau Basin Conservation Area	4.732528	116.884444	1050	0	Not applicable	3E5_2_7_bittleston-68-s008-a03.mzML	3.0	3.00E+05	Bulk_201901_UCSD	Sample	Bulk
3E7_2_11_bittleston-68-s009-a03.mzML	3E7_2_11_bittleston-68-s009-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s009	9	1.Bittleston68.Nsteno3	Not applicable	NaN	bulk	plant-associated	UCSD	tropical moist broadleaf forest	forest	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Maliau Basin Conservation Area	4.732528	116.884444	1050	0	Not applicable	3E7_2_11_bittleston-68-s009-a03.mzML	3.0	3.00E+07	Bulk_201901_UCSD	Sample	Bulk
3G1_2_50_bittleston-68-s010-a03.mzML	3G1_2_50_bittleston-68-s010-a03.mzML	Sample	3	Filter_201901_UCSD	Sample	SPE	68	Pitcher plant fluids	Bittleston	Not applicable	bittleston.68.s010	10	4.Bittleston68.Sleuco1	P4_EMP_67	NaN	bulk	plant-associated	UCSD	flooded savanna	wetland	pitcher plant fluid	Host-associated	Plant	Plant surface	pitcher plant fluid	408169.0	unspecified	Not applicable	Not applicable	Not applicable	Baldwin County, AL	31.023528	-87.685278	66	0	Not applicable	3G1_2_50_bittleston-68-s010-a03.mzML	3.0	3G1	Bulk_201901_UCSD	Sample	Bulk
